IndicatorCode,IndicatorName,SpatialDim,TimeDim,Dim1,NumericValue,Value
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CAN,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SOM,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,AGO,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,VUT,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ARE,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,LSO,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SEN,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ZAF,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,DJI,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GRD,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,FJI,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BWA,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,UKR,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,VUT,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BWA,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,IRQ,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,THA,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,PNG,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GRC,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SRB,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,DJI,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,IRN,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MYS,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NGA,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ETH,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,FIN,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,JAM,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,RWA,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CYP,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,PRT,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MWI,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MWI,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NER,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CMR,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,LUX,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TUV,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,PRT,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NPL,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,IDN,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BHS,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TZA,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MDG,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,UZB,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BLZ,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BGR,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GMB,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COG,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ESP,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CRI,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,PNG,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MCO,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BOL,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,DOM,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SLB,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MKD,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NER,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BGD,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SVK,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NRU,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,FIN,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NGA,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COL,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GNB,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SGP,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,UKR,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,JAM,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CAF,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MHL,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TTO,2019,,,Don't know
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,LBR,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COL,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BRN,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,IDN,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ROU,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COM,2019,,,Don't know
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,IRL,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MUS,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BHS,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ZMB,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KHM,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,FSM,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,OMN,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,DZA,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MRT,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,VNM,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SVK,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GNB,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,DJI,2015,,,No data received
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MUS,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CUB,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TUN,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,FIN,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ROU,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,PAN,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,USA,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TTO,2021,,,Don't know
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,LVA,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,AZE,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,DMA,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SLB,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SVN,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KEN,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,FJI,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KHM,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MNE,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BGR,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,FRA,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TUV,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BTN,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,FRA,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MDA,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,RWA,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COK,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ITA,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GUY,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SDN,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TUN,2015,,,No response
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,DNK,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,PAK,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,DEU,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NIU,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CHL,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SUR,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SDN,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COM,2015,,,No response
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ESP,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SAU,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KGZ,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MRT,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MRT,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,LBY,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SGP,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,EGY,2021,,,No response
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NOR,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SWZ,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TKM,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,LBY,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SWE,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,AUT,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SUR,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TGO,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ISR,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,VEN,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KWT,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SLE,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GNQ,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,VUT,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,PER,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ZMB,2021,,,Don't know
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ETH,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ETH,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BRA,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NLD,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ZWE,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GHA,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TKM,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,AUT,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,FSM,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NZL,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TUN,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,LVA,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,DZA,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,IDN,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,WSM,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BDI,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KNA,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CHE,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,AZE,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,LCA,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,POL,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CMR,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,DNK,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,POL,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BGD,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KIR,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,YEM,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,AZE,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,UGA,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,DEU,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TGO,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MLI,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NIC,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TON,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ISL,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TCD,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KWT,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,PRY,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KOR,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ARG,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,THA,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,RUS,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BGD,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MAR,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GRC,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COM,2017,,,Don't know
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MEX,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CHL,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COD,2015,,,No data received
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MMR,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GTM,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SUR,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NIC,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MEX,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BFA,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,WSM,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MDG,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,YEM,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,PAK,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SRB,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GHA,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KWT,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NOR,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BDI,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KOR,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,HUN,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,LTU,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ALB,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MDA,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BIH,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CYP,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SMR,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,AFG,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BEL,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SLV,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CIV,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TTO,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MMR,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NLD,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MRT,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MAR,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,UZB,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,JAM,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GMB,2017,,,No response
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CRI,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,AUT,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SRB,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BLR,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,FRA,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SUR,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,JPN,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,IND,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MYS,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COK,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,JOR,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,VCT,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ARM,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,VNM,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CHN,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TZA,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,RWA,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,PER,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BOL,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COK,2015,,,No data received
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TGO,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GIN,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COL,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SYC,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,JOR,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BLR,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MWI,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ALB,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CZE,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,IRL,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TLS,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NGA,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,URY,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SMR,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CHL,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COG,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,VNM,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MOZ,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,AUS,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,COD,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,HUN,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NZL,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KIR,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GUY,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,PER,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NPL,2019,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SYR,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,SAU,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,VCT,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NZL,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NIU,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CYP,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,IND,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BRB,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CUB,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GEO,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,TJK,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,GNB,2015,,,No data received
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,LCA,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,RUS,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,JAM,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MNE,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NIU,2015,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,PRY,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,EST,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BIH,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,FJI,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,KGZ,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BRA,2021,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BGD,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MCO,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,AND,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,THA,2019,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,CRI,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,IND,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,LAO,2021,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BEL,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,BLZ,2015,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,MDV,2017,,,Yes
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,ATG,2017,,,No
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,NOR,2015,,,Yes
