IndicatorCode,IndicatorName,SpatialDim,TimeDim,Dim1,NumericValue,Value
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",DZA,2004,SEX_FMLE,17.5,17.5
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BWA,2004,SEX_FMLE,22.2,22.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MAR,2002,,6.14,6.14
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GHA,2004,SEX_FMLE,25.3,25.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",JAM,2002,,17.97,17.97
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",AGO,2002,,17.25,17.25
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",AFG,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BHS,2002,,14.09,14.09
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PRT,2002,,11.44,11.44
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MYS,2004,SEX_FMLE,20.7,20.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SLV,2004,SEX_BTSX,4.2,4.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LCA,2002,,11.97,11.97
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PRY,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ARM,2002,,15.76,15.76
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",DMA,2002,,9.72,9.72
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BEL,2002,,14.65,14.65
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",RUS,2004,SEX_BTSX,13.8,13.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",COG,2004,SEX_FMLE,18.0,18.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TON,2004,SEX_BTSX,7.8,7.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GRD,2004,SEX_BTSX,17.1,17.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MHL,2004,SEX_FMLE,20.6,20.6
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BLZ,2004,SEX_MLE,1.2,1.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SAU,2002,,7.23,7.23
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GUY,2004,SEX_BTSX,13.3,13.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",DNK,2004,SEX_FMLE,31.0,31.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",IRQ,2004,SEX_FMLE,24.3,24.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LVA,2004,SEX_BTSX,13.0,13.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",COK,2002,,4.2,4.20
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",HUN,2002,,14.28,14.28
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",EGY,2004,SEX_FMLE,16.7,16.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MRT,2002,,17.68,17.68
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",JPN,2004,SEX_FMLE,9.9,9.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NGA,2004,SEX_BTSX,20.8,20.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GTM,2004,SEX_BTSX,9.4,9.4
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LSO,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",UKR,2004,SEX_FMLE,21.1,21.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ALB,2004,SEX_FMLE,28.7,28.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",KIR,2004,SEX_FMLE,20.0,20.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",COD,2004,SEX_BTSX,6.2,6.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",RWA,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BGD,2004,SEX_BTSX,7.8,7.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",CRI,2004,SEX_BTSX,8.2,8.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MHL,2002,,11.02,11.02
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BRB,2004,SEX_FMLE,34.2,34.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",HUN,2004,SEX_FMLE,24.7,24.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",VUT,2002,,6.81,6.81
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LSO,2004,SEX_FMLE,8.4,8.4
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",YEM,2004,SEX_FMLE,24.1,24.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",VUT,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MRT,2004,SEX_BTSX,15.1,15.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",CHN,2004,SEX_FMLE,9.7,9.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BGD,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",UKR,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",AZE,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",JPN,2004,SEX_MLE,0.1,0.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SDN,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GTM,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GNB,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",COM,2004,SEX_FMLE,12.6,12.6
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SWE,2004,SEX_MLE,0.1,0.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PER,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",DMA,2004,SEX_BTSX,18.2,18.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BLR,2004,SEX_FMLE,19.1,19.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",AUT,2004,SEX_BTSX,11.3,11.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ITA,2004,SEX_BTSX,11.0,11.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MCO,2004,SEX_MLE,0.2,0.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PRY,2004,SEX_BTSX,10.4,10.4
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",COL,2002,,8.32,8.32
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NIU,2004,SEX_FMLE,9.8,9.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",RUS,2004,SEX_FMLE,22.9,22.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",IDN,2004,SEX_FMLE,25.2,25.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",VEN,2004,SEX_FMLE,16.1,16.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",KGZ,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",DNK,2004,SEX_BTSX,16.9,16.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TUN,2002,,6.5,6.50
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GAB,2004,SEX_FMLE,13.3,13.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TGO,2004,SEX_FMLE,29.7,29.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ESP,2004,SEX_FMLE,16.7,16.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NIC,2004,SEX_FMLE,16.3,16.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SOM,2004,SEX_BTSX,9.1,9.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LBY,2002,,6.49,6.49
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SWZ,2004,SEX_FMLE,11.9,11.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MMR,2004,SEX_FMLE,14.9,14.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SEN,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",UGA,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MLI,2004,SEX_FMLE,20.4,20.4
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",IRN,2004,SEX_FMLE,11.3,11.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",VCT,2002,,15.3,15.30
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SVK,2002,,12.36,12.36
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PLW,2002,,8.51,8.51
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SGP,2004,SEX_BTSX,8.1,8.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MWI,2004,SEX_FMLE,12.5,12.5
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",AZE,2004,SEX_FMLE,17.7,17.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SVN,2002,,14.56,14.56
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BOL,2004,SEX_FMLE,29.2,29.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",COK,2004,SEX_BTSX,3.9,3.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BRB,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NER,2004,SEX_BTSX,15.4,15.4
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",FRA,2004,SEX_FMLE,25.1,25.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",IDN,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MDV,2002,,11.21,11.21
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TUR,2002,,7.16,7.16
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BEN,2004,SEX_BTSX,17.6,17.6
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",AND,2004,SEX_MLE,0.2,0.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",KAZ,2004,SEX_FMLE,21.1,21.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BEL,2004,SEX_MLE,0.2,0.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BRN,2004,SEX_FMLE,15.0,15.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MYS,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NZL,2004,SEX_BTSX,12.9,12.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SEN,2002,,12.99,12.99
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",JAM,2004,SEX_FMLE,28.9,28.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LBR,2004,SEX_FMLE,30.6,30.6
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",CHE,2004,SEX_MLE,0.2,0.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BWA,2002,,7.79,7.79
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BDI,2004,SEX_FMLE,16.5,16.5
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TCD,2004,SEX_FMLE,19.0,19.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",KEN,2004,SEX_BTSX,8.5,8.5
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BLR,2004,SEX_MLE,0.3,0.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BEN,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",KOR,2004,SEX_MLE,0.1,0.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ZWE,2004,SEX_FMLE,11.8,11.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",COK,2004,SEX_FMLE,7.8,7.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",POL,2004,SEX_MLE,0.3,0.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ZWE,2002,,5.19,5.19
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MMR,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ECU,2002,,7.29,7.29
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TZA,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NAM,2002,,17.72,17.72
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NOR,2004,SEX_BTSX,10.7,10.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BRB,2004,SEX_BTSX,19.3,19.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PAN,2004,SEX_FMLE,16.3,16.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NPL,2002,,11.46,11.46
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",KOR,2004,SEX_FMLE,6.2,6.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",EST,2004,SEX_MLE,0.3,0.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MUS,2004,SEX_BTSX,9.7,9.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ETH,2002,,10.24,10.24
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ZMB,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ESP,2004,SEX_MLE,0.2,0.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TUV,2002,,10.93,10.93
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PRT,2004,SEX_MLE,0.4,0.4
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BIH,2004,SEX_MLE,0.2,0.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GMB,2004,SEX_FMLE,10.3,10.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LBR,2004,SEX_BTSX,16.9,16.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",THA,2004,SEX_FMLE,12.3,12.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",EST,2004,SEX_FMLE,20.2,20.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ESP,2004,SEX_BTSX,9.1,9.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MOZ,2002,,7.67,7.67
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",QAT,2004,SEX_BTSX,3.0,3.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MKD,2004,SEX_FMLE,20.9,20.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BHR,2004,SEX_FMLE,21.1,21.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",EST,2002,,13.01,13.01
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",IDN,2004,SEX_BTSX,13.4,13.4
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LTU,2002,,11.23,11.23
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TON,2002,,7.55,7.55
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NIU,2004,SEX_MLE,0.3,0.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PNG,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",WSM,2004,SEX_FMLE,22.9,22.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",QAT,2004,SEX_FMLE,9.7,9.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MLT,2004,SEX_BTSX,12.8,12.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PAN,2004,SEX_BTSX,8.3,8.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MKD,2002,,11.67,11.67
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BTN,2002,,9.75,9.75
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",VUT,2004,SEX_FMLE,19.5,19.5
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MOZ,2004,SEX_BTSX,1.6,1.6
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MWI,2002,,6.86,6.86
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BGD,2002,,8.52,8.52
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",IND,2004,SEX_FMLE,14.6,14.6
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",FIN,2004,SEX_FMLE,17.9,17.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LSO,2004,SEX_BTSX,5.0,5.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GBR,2004,SEX_MLE,0.2,0.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",KHM,2002,,9.91,9.91
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",DOM,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SYR,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",STP,2004,SEX_MLE,0.4,0.4
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LUX,2004,SEX_MLE,0.1,0.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NOR,2004,SEX_FMLE,20.0,20.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",CAN,2002,,11.95,11.95
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",COL,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LBY,2004,SEX_BTSX,7.0,7.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TUR,2004,SEX_FMLE,15.5,15.5
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MUS,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",AUS,2004,SEX_MLE,0.1,0.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MCO,2004,SEX_FMLE,17.9,17.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ALB,2002,,8.2,8.20
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",CIV,2002,,12.7,12.70
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",UZB,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GUY,2004,SEX_FMLE,25.3,25.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",KOR,2002,,3.15,3.15
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MDG,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",FSM,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",KWT,2004,SEX_BTSX,5.4,5.4
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SYC,2004,SEX_BTSX,11.3,11.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PHL,2004,SEX_FMLE,20.2,20.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",OMN,2004,SEX_FMLE,12.0,12.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",CZE,2004,SEX_FMLE,22.2,22.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LSO,2002,,8.62,8.62
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TON,2004,SEX_MLE,0.1,0.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ATG,2002,,16.86,16.86
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BOL,2002,,18.43,18.43
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NPL,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PER,2004,SEX_FMLE,20.0,20.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ARE,2002,,5.53,5.53
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ARE,2004,SEX_FMLE,10.6,10.6
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TJK,2004,SEX_FMLE,9.5,9.5
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GRD,2002,,16.07,16.07
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PNG,2004,SEX_BTSX,5.8,5.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BRA,2002,,10.75,10.75
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GHA,2002,,15.58,15.58
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",CAN,2004,SEX_MLE,0.2,0.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TTO,2004,SEX_FMLE,25.5,25.5
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",JOR,2004,SEX_FMLE,28.5,28.5
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",HND,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",MDG,2004,SEX_BTSX,7.7,7.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BRA,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",AGO,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LKA,2004,SEX_FMLE,19.5,19.5
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",COL,2004,SEX_FMLE,13.3,13.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LBY,2004,SEX_FMLE,14.8,14.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",RUS,2004,SEX_MLE,0.4,0.4
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SYC,2002,,12.97,12.97
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BGD,2004,SEX_FMLE,15.2,15.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BFA,2004,SEX_BTSX,21.8,21.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",CYP,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ROU,2002,,11.09,11.09
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NER,2004,SEX_FMLE,33.9,33.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",USA,2002,,11.18,11.18
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",DJI,2004,SEX_BTSX,6.0,6.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GTM,2004,SEX_FMLE,17.8,17.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TUN,2004,SEX_FMLE,9.4,9.4
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",KWT,2002,,6.69,6.69
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LVA,2004,SEX_FMLE,21.8,21.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ARE,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SAU,2004,SEX_FMLE,16.9,16.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ME1,2002,,13.3,13.30
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",HTI,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",URY,2004,SEX_BTSX,16.7,16.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",AZE,2002,,8.41,8.41
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BFA,2002,,25.24,25.24
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ECU,2004,SEX_BTSX,6.6,6.6
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ECU,2004,SEX_FMLE,12.8,12.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BTN,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",DNK,2004,SEX_MLE,0.5,0.5
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",IRN,2002,,3.6,3.60
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SVK,2004,SEX_FMLE,20.2,20.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SWZ,2002,,8.44,8.44
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TJK,2002,,4.58,4.58
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",IRN,2004,SEX_BTSX,5.7,5.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",PHL,2004,SEX_BTSX,10.6,10.6
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",AND,2004,SEX_FMLE,18.4,18.4
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",GIN,2004,SEX_FMLE,17.1,17.1
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",HTI,2002,,0.99,0.99
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",CAF,2004,SEX_FMLE,17.7,17.7
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",LUX,2004,SEX_BTSX,12.8,12.8
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BGR,2004,SEX_MLE,0.2,0.2
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BEL,2004,SEX_BTSX,15.3,15.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",TKM,2004,SEX_FMLE,9.3,9.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",SUR,2004,SEX_BTSX,9.3,9.3
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",AND,2002,,9.74,9.74
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",NOR,2002,,11.27,11.27
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",OMN,2002,,4.92,4.92
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",BLZ,2002,,6.34,6.34
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",RWA,2002,,4.27,4.27
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",KNA,2004,SEX_FMLE,25.9,25.9
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",WSM,2004,SEX_MLE,0.0,0.0
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",ATG,2004,SEX_MLE,0.0,0.0
